Gr Liv Area,Garage Area,SalePrice,1Fam,2fmCon,Duplex,Twnhs,TwnhsE
2372,432.0,107500,1,0,0,0,0
1701,0.0,94550,0,1,0,0,0
1960,400.0,124500,0,0,1,0,0
1389,240.0,135000,1,0,0,0,0
1447,0.0,103000,1,0,0,0,0
936,576.0,93000,0,1,0,0,0
1328,308.0,129500,1,0,0,0,0
1387,256.0,93000,0,1,0,0,0
861,288.0,80000,1,0,0,0,0
612,308.0,45000,1,0,0,0,0
968,0.0,37900,1,0,0,0,0
886,273.0,91300,1,0,0,0,0
792,287.0,99500,1,0,0,0,0
1452,0.0,113000,0,1,0,0,0
1510,720.0,87500,1,0,0,0,0
1284,240.0,110000,1,0,0,0,0
2138,360.0,106000,1,0,0,0,0
2640,864.0,265979,1,0,0,0,0
2007,357.0,160000,1,0,0,0,0
1288,280.0,119000,1,0,0,0,0
1742,424.0,168000,1,0,0,0,0
816,0.0,58500,1,0,0,0,0
1482,324.0,143000,1,0,0,0,0
1022,280.0,85000,1,0,0,0,0
1869,456.0,124900,1,0,0,0,0
1480,207.0,119000,1,0,0,0,0
1521,640.0,146500,1,0,0,0,0
720,0.0,34900,1,0,0,0,0
797,0.0,44000,1,0,0,0,0
1576,528.0,223500,1,0,0,0,0
1432,216.0,149000,1,0,0,0,0
1548,672.0,205000,1,0,0,0,0
1654,336.0,137000,1,0,0,0,0
952,192.0,121000,1,0,0,0,0
1324,240.0,128000,1,0,0,0,0
1176,624.0,134900,1,0,0,0,0
1348,216.0,117000,1,0,0,0,0
1412,280.0,132500,1,0,0,0,0
1142,320.0,93000,1,0,0,0,0
904,180.0,119000,1,0,0,0,0
1301,440.0,100000,1,0,0,0,0
1539,576.0,141500,1,0,0,0,0
1573,240.0,133000,1,0,0,0,0
800,0.0,60000,1,0,0,0,0
875,180.0,105000,1,0,0,0,0
995,264.0,115000,1,0,0,0,0
1582,250.0,150000,1,0,0,0,0
1072,1184.0,126500,1,0,0,0,0
2134,441.0,214500,1,0,0,0,0
2019,532.0,167500,1,0,0,0,0
1768,576.0,155000,1,0,0,0,0
1826,164.0,155000,1,0,0,0,0
1944,216.0,179900,1,0,0,0,0
2229,0.0,104000,1,0,0,0,0
2128,0.0,62500,0,0,1,0,0
1930,316.0,149000,1,0,0,0,0
1208,539.0,103000,1,0,0,0,0
1427,379.0,123000,1,0,0,0,0
1864,0.0,97500,0,1,0,0,0
1666,384.0,135000,1,0,0,0,0
892,0.0,70000,1,0,0,0,0
1403,308.0,116000,0,1,0,0,0
704,220.0,88750,1,0,0,0,0
1200,0.0,179000,0,0,1,0,0
1200,0.0,179000,0,0,1,0,0
1152,252.0,159900,0,0,1,0,0
904,0.0,61000,1,0,0,0,0
1369,300.0,103600,1,0,0,0,0
1112,226.0,63000,1,0,0,0,0
1464,480.0,175000,1,0,0,0,0
1121,480.0,139000,1,0,0,0,0
1683,440.0,172500,1,0,0,0,0
1052,668.0,113500,1,0,0,0,0
899,288.0,130000,1,0,0,0,0
1034,504.0,149900,1,0,0,0,0
858,576.0,134900,1,0,0,0,0
860,528.0,137000,1,0,0,0,0
1092,288.0,139000,1,0,0,0,0
1774,384.0,165000,1,0,0,0,0
1138,480.0,148000,1,0,0,0,0
2071,336.0,165000,1,0,0,0,0
660,0.0,63900,1,0,0,0,0
1788,304.0,161500,1,0,0,0,0
1473,452.0,143000,1,0,0,0,0
1229,284.0,135000,1,0,0,0,0
861,539.0,82500,1,0,0,0,0
1867,303.0,190000,1,0,0,0,0
1733,452.0,139600,1,0,0,0,0
1383,498.0,122000,1,0,0,0,0
1689,480.0,127500,1,0,0,0,0
1073,340.0,121500,1,0,0,0,0
1276,350.0,60000,1,0,0,0,0
1639,240.0,154400,1,0,0,0,0
672,234.0,113000,1,0,0,0,0
1089,252.0,125000,1,0,0,0,0
845,290.0,84000,1,0,0,0,0
1049,266.0,139500,0,0,0,0,1
1716,281.0,131000,1,0,0,0,0
1258,280.0,105000,1,0,0,0,0
1510,296.0,108000,1,0,0,0,0
1061,462.0,162000,1,0,0,0,0
1338,576.0,156500,1,0,0,0,0
2132,612.0,316600,1,0,0,0,0
2196,701.0,271900,1,0,0,0,0
1775,425.0,213000,1,0,0,0,0
1879,473.0,239900,1,0,0,0,0
2020,466.0,239500,1,0,0,0,0
2016,576.0,131000,1,0,0,0,0
1535,410.0,118964,0,0,1,0,0
1224,528.0,153337,0,0,1,0,0
2228,720.0,147983,0,0,1,0,0
1535,400.0,118858,0,0,1,0,0
1535,400.0,118858,0,0,1,0,0
2240,528.0,142953,0,0,1,0,0
1229,672.0,148325,0,0,1,0,0
1513,400.0,113722,0,0,1,0,0
2787,820.0,269500,0,0,1,0,0
2787,820.0,269500,0,0,1,0,0
2787,820.0,269500,0,0,1,0,0
1680,1138.0,323262,1,0,0,0,0
1718,826.0,297000,1,0,0,0,0
1630,860.0,295493,1,0,0,0,0
1720,846.0,332000,1,0,0,0,0
1468,904.0,239900,1,0,0,0,0
1768,578.0,212000,1,0,0,0,0
1838,524.0,272500,1,0,0,0,0
1800,702.0,239000,1,0,0,0,0
1604,660.0,220000,1,0,0,0,0
1290,662.0,200000,1,0,0,0,0
1254,810.0,221800,1,0,0,0,0
1232,632.0,194500,1,0,0,0,0
1498,844.0,237000,1,0,0,0,0
1422,440.0,173000,1,0,0,0,0
1644,569.0,275000,1,0,0,0,0
1759,525.0,233500,1,0,0,0,0
2126,538.0,185000,1,0,0,0,0
1040,576.0,152000,1,0,0,0,0
990,440.0,143000,1,0,0,0,0
1764,470.0,231500,1,0,0,0,0
1661,550.0,212000,1,0,0,0,0
1463,539.0,207000,1,0,0,0,0
1097,672.0,145000,1,0,0,0,0
990,480.0,138000,1,0,0,0,0
1779,546.0,197900,1,0,0,0,0
1501,577.0,204000,1,0,0,0,0
1431,666.0,192000,1,0,0,0,0
1772,492.0,200000,1,0,0,0,0
1660,493.0,195000,1,0,0,0,0
1573,544.0,227000,1,0,0,0,0
1840,622.0,230000,1,0,0,0,0
1430,605.0,187100,1,0,0,0,0
1444,577.0,203000,1,0,0,0,0
1492,608.0,201000,1,0,0,0,0
1040,0.0,124000,1,0,0,0,0
907,343.0,140000,1,0,0,0,0
914,444.0,134900,1,0,0,0,0
1040,484.0,150500,1,0,0,0,0
864,336.0,136500,1,0,0,0,0
1268,252.0,143500,1,0,0,0,0
864,338.0,133500,1,0,0,0,0
894,600.0,123000,1,0,0,0,0
768,396.0,133900,1,0,0,0,0
768,396.0,133000,1,0,0,0,0
1611,1231.0,250000,1,0,0,0,0
2184,570.0,254750,1,0,0,0,0
1788,522.0,236500,1,0,0,0,0
1872,531.0,261500,1,0,0,0,0
2153,736.0,313000,1,0,0,0,0
1725,550.0,198500,1,0,0,0,0
1870,608.0,211000,1,0,0,0,0
1513,521.0,220000,1,0,0,0,0
1504,478.0,203000,1,0,0,0,0
1828,523.0,279500,1,0,0,0,0
1417,511.0,210000,1,0,0,0,0
2034,645.0,219500,1,0,0,0,0
1716,512.0,191000,1,0,0,0,0
1212,573.0,178000,1,0,0,0,0
1630,451.0,213000,1,0,0,0,0
848,420.0,144000,0,0,0,0,1
848,420.0,140000,0,0,0,0,1
1602,810.0,293200,1,0,0,0,0
1728,572.0,190000,1,0,0,0,0
1500,570.0,190000,1,0,0,0,0
1476,540.0,173500,1,0,0,0,0
1396,440.0,170000,1,0,0,0,0
1126,520.0,108000,1,0,0,0,0
1486,480.0,167000,1,0,0,0,0
816,288.0,100000,1,0,0,0,0
1922,672.0,198500,1,0,0,0,0
1426,440.0,159500,1,0,0,0,0
1149,544.0,127000,1,0,0,0,0
1125,352.0,125000,1,0,0,0,0
1698,768.0,320000,1,0,0,0,0
1072,525.0,145500,0,0,0,0,1
698,0.0,118000,1,0,0,0,0
876,320.0,85000,1,0,0,0,0
1368,195.0,120000,1,0,0,0,0
1529,240.0,98000,1,0,0,0,0
864,0.0,99900,1,0,0,0,0
944,528.0,82000,1,0,0,0,0
1678,0.0,119900,0,0,1,0,0
1560,313.0,103500,1,0,0,0,0
960,288.0,112000,1,0,0,0,0
1196,528.0,110000,1,0,0,0,0
1298,256.0,122000,1,0,0,0,0
1604,660.0,117000,1,0,0,0,0
1268,250.0,160000,1,0,0,0,0
1520,281.0,159434,1,0,0,0,0
438,246.0,60000,1,0,0,0,0
1489,240.0,139500,1,0,0,0,0
3082,672.0,197000,1,0,0,0,0
1242,180.0,105000,1,0,0,0,0
1981,576.0,135000,1,0,0,0,0
1232,440.0,147500,1,0,0,0,0
1608,216.0,137450,1,0,0,0,0
1135,576.0,155000,1,0,0,0,0
1913,342.0,177000,1,0,0,0,0
1477,216.0,145000,1,0,0,0,0
1228,215.0,137000,1,0,0,0,0
2080,282.0,234000,1,0,0,0,0
1567,440.0,205000,1,0,0,0,0
1494,213.0,177500,1,0,0,0,0
1308,256.0,160000,1,0,0,0,0
1273,307.0,155000,1,0,0,0,0
964,432.0,163500,1,0,0,0,0
1343,186.0,154900,1,0,0,0,0
2480,400.0,205000,0,0,1,0,0
1112,390.0,144800,1,0,0,0,0
1564,234.0,174500,1,0,0,0,0
1561,463.0,193000,1,0,0,0,0
1523,295.0,158000,1,0,0,0,0
1152,300.0,158500,1,0,0,0,0
1906,576.0,224000,1,0,0,0,0
1032,452.0,115000,0,0,0,1,0
1229,462.0,137000,0,0,0,0,1
1229,462.0,121000,0,0,0,1,0
1229,462.0,124000,0,0,0,0,1
1982,501.0,208000,1,0,0,0,0
2365,551.0,315000,1,0,0,0,0
1680,540.0,222000,1,0,0,0,0
1344,468.0,147000,1,0,0,0,0
2168,576.0,123000,1,0,0,0,0
1192,189.0,78000,1,0,0,0,0
1526,0.0,85000,1,0,0,0,0
572,200.0,75000,1,0,0,0,0
1648,482.0,230000,0,0,0,0,1
810,280.0,57625,1,0,0,0,0
2052,642.0,251000,1,0,0,0,0
2149,670.0,239686,1,0,0,0,0
1710,550.0,240000,1,0,0,0,0
1961,560.0,215000,1,0,0,0,0
926,351.0,156450,1,0,0,0,0
1287,541.0,173000,1,0,0,0,0
1734,539.0,126000,0,0,1,0,0
1217,497.0,173000,1,0,0,0,0
1595,672.0,152000,1,0,0,0,0
1344,525.0,137500,1,0,0,0,0
2036,513.0,375000,1,0,0,0,0
1620,912.0,315500,1,0,0,0,0
1692,650.0,224500,1,0,0,0,0
2036,780.0,410000,1,0,0,0,0
1641,885.0,316500,1,0,0,0,0
1466,610.0,201000,1,0,0,0,0
1412,576.0,175000,1,0,0,0,0
2237,440.0,204000,1,0,0,0,0
1479,578.0,213500,1,0,0,0,0
1296,471.0,220000,1,0,0,0,0
2014,486.0,170000,1,0,0,0,0
1838,765.0,315000,1,0,0,0,0
1978,920.0,425000,1,0,0,0,0
1008,384.0,139500,1,0,0,0,0
1771,336.0,115000,1,0,0,0,0
1204,412.0,162000,0,0,0,0,1
1224,402.0,165000,0,0,0,0,1
988,297.0,91000,0,0,0,1,0
874,288.0,130000,1,0,0,0,0
630,286.0,86000,0,0,0,1,0
1404,504.0,160000,1,0,0,0,0
630,286.0,80000,0,0,0,0,1
1344,0.0,97000,0,0,0,1,0
1092,286.0,88000,0,0,0,0,1
796,336.0,131900,1,0,0,0,0
1091,429.0,131250,1,0,0,0,0
1110,602.0,165500,1,0,0,0,0
833,0.0,112000,1,0,0,0,0
883,698.0,149000,1,0,0,0,0
1362,480.0,143000,1,0,0,0,0
1287,440.0,130000,1,0,0,0,0
1567,714.0,196000,1,0,0,0,0
1632,898.0,173000,1,0,0,0,0
1414,601.0,176500,1,0,0,0,0
2117,550.0,237500,1,0,0,0,0
2112,576.0,206900,1,0,0,0,0
1604,470.0,187500,1,0,0,0,0
1470,420.0,165000,1,0,0,0,0
1604,472.0,195500,1,0,0,0,0
1638,472.0,192000,1,0,0,0,0
1636,386.0,173000,1,0,0,0,0
1384,404.0,177900,1,0,0,0,0
1446,406.0,175000,1,0,0,0,0
1593,682.0,286000,0,0,0,0,1
1682,528.0,247900,1,0,0,0,0
1337,462.0,180000,0,0,0,0,1
1280,506.0,180000,0,0,0,0,1
1604,470.0,181000,1,0,0,0,0
1633,460.0,183000,1,0,0,0,0
1658,431.0,188000,1,0,0,0,0
1895,409.0,194500,1,0,0,0,0
1709,416.0,185000,1,0,0,0,0
1228,472.0,189000,0,0,0,0,1
1337,462.0,188500,0,0,0,0,1
2500,683.0,355000,1,0,0,0,0
2504,656.0,325000,1,0,0,0,0
1884,670.0,387000,1,0,0,0,0
1474,495.0,115000,1,0,0,0,0
1710,557.0,334000,0,0,0,0,1
1488,738.0,133000,1,0,0,0,0
2093,542.0,215000,1,0,0,0,0
1688,528.0,226500,1,0,0,0,0
1422,576.0,175500,1,0,0,0,0
1260,598.0,181900,1,0,0,0,0
2064,550.0,235000,1,0,0,0,0
1782,551.0,220000,1,0,0,0,0
2872,619.0,272000,1,0,0,0,0
1211,461.0,161000,1,0,0,0,0
1126,540.0,175000,1,0,0,0,0
2044,489.0,185000,1,0,0,0,0
1308,484.0,146900,1,0,0,0,0
2840,1314.0,292500,1,0,0,0,0
1523,478.0,180000,1,0,0,0,0
1444,473.0,159900,1,0,0,0,0
1964,483.0,205000,1,0,0,0,0
1178,439.0,157000,1,0,0,0,0
2340,787.0,306000,1,0,0,0,0
1792,480.0,133000,0,0,1,0,0
1054,460.0,151000,1,0,0,0,0
936,288.0,111900,1,0,0,0,0
864,576.0,123000,1,0,0,0,0
864,576.0,111250,1,0,0,0,0
1337,511.0,181000,0,0,0,0,1
987,264.0,103400,0,0,0,1,0
987,264.0,100000,0,0,0,1,0
987,352.0,100500,0,0,0,1,0
987,280.0,106000,0,0,0,1,0
987,264.0,85400,0,0,0,1,0
987,264.0,89500,0,0,0,0,1
1302,264.0,111750,0,0,0,1,0
1069,440.0,140000,0,0,0,0,1
1456,460.0,143000,0,0,0,0,1
1055,440.0,148500,0,0,0,1,0
892,264.0,110000,1,0,0,0,0
1932,774.0,394617,1,0,0,0,0
2332,846.0,426000,1,0,0,0,0
2084,1220.0,385000,1,0,0,0,0
2713,858.0,446261,1,0,0,0,0
1582,905.0,317500,1,0,0,0,0
1710,866.0,372402,1,0,0,0,0
2464,650.0,417500,1,0,0,0,0
1950,706.0,383000,1,0,0,0,0
2748,850.0,390000,1,0,0,0,0
2790,1150.0,460000,1,0,0,0,0
2331,1003.0,379000,1,0,0,0,0
2088,656.0,250000,1,0,0,0,0
2332,756.0,316000,1,0,0,0,0
2470,789.0,615000,1,0,0,0,0
2668,726.0,412500,1,0,0,0,0
2046,871.0,284000,1,0,0,0,0
1575,732.0,284000,1,0,0,0,0
2649,746.0,421250,1,0,0,0,0
2690,795.0,370000,1,0,0,0,0
1866,870.0,336860,0,0,0,0,1
1702,1052.0,367294,0,0,0,0,1
1367,484.0,192000,0,0,0,0,1
1518,588.0,274000,0,0,0,0,1
1684,564.0,266000,0,0,0,0,1
1800,944.0,370967,0,0,0,0,1
1342,550.0,234250,0,0,0,0,1
1342,550.0,219500,0,0,0,0,1
1626,474.0,155000,0,0,0,1,0
1626,474.0,154000,0,0,0,1,0
1358,484.0,207000,0,0,0,0,1
1455,644.0,195000,0,0,0,0,1
1576,668.0,219990,0,0,0,0,1
1504,437.0,191000,0,0,0,0,1
1266,388.0,159895,1,0,0,0,0
1246,428.0,187687,1,0,0,0,0
1515,393.0,179000,1,0,0,0,0
1593,398.0,193000,1,0,0,0,0
1166,400.0,190000,1,0,0,0,0
1456,400.0,176000,1,0,0,0,0
1720,400.0,188000,1,0,0,0,0
1986,434.0,213000,1,0,0,0,0
1358,484.0,217300,0,0,0,0,1
1792,451.0,186500,1,0,0,0,0
1892,431.0,226750,1,0,0,0,0
1490,388.0,184000,1,0,0,0,0
1414,403.0,176000,1,0,0,0,0
2322,400.0,225000,1,0,0,0,0
1651,450.0,185900,1,0,0,0,0
2199,516.0,284500,1,0,0,0,0
2630,696.0,315000,1,0,0,0,0
2198,836.0,250000,1,0,0,0,0
2172,687.0,291000,1,0,0,0,0
2006,938.0,350000,1,0,0,0,0
2125,576.0,279500,1,0,0,0,0
2501,751.0,290000,1,0,0,0,0
2113,839.0,350000,1,0,0,0,0
2418,983.0,341000,1,0,0,0,0
2197,783.0,287500,1,0,0,0,0
2127,525.0,271000,1,0,0,0,0
1987,691.0,301500,1,0,0,0,0
1580,830.0,235128,1,0,0,0,0
1933,668.0,214000,1,0,0,0,0
1574,824.0,232000,1,0,0,0,0
1578,642.0,240000,1,0,0,0,0
1506,592.0,264132,1,0,0,0,0
1563,758.0,245000,1,0,0,0,0
1428,554.0,227680,1,0,0,0,0
1861,851.0,257000,1,0,0,0,0
1874,880.0,297900,1,0,0,0,0
1460,480.0,247000,1,0,0,0,0
1372,588.0,212700,1,0,0,0,0
1372,529.0,250580,1,0,0,0,0
1428,480.0,182000,1,0,0,0,0
1768,603.0,226700,1,0,0,0,0
1992,648.0,250000,1,0,0,0,0
1958,936.0,250000,1,0,0,0,0
2078,836.0,339750,1,0,0,0,0
1665,562.0,205950,1,0,0,0,0
1660,660.0,256000,1,0,0,0,0
1218,462.0,230348,1,0,0,0,0
1728,673.0,207500,1,0,0,0,0
1080,0.0,141000,1,0,0,0,0
1696,542.0,188000,1,0,0,0,0
1663,478.0,192500,1,0,0,0,0
1175,0.0,146000,1,0,0,0,0
1114,576.0,159000,1,0,0,0,0
1114,576.0,155000,1,0,0,0,0
1640,520.0,173000,1,0,0,0,0
1162,483.0,170000,1,0,0,0,0
1609,525.0,182000,1,0,0,0,0
1680,474.0,163000,1,0,0,0,0
1679,575.0,193500,1,0,0,0,0
1657,483.0,189000,1,0,0,0,0
1677,627.0,190500,1,0,0,0,0
1737,506.0,175000,1,0,0,0,0
1294,496.0,179200,1,0,0,0,0
1710,506.0,187000,1,0,0,0,0
1617,533.0,193000,0,0,0,0,1
1199,530.0,153900,0,0,0,0,1
984,384.0,128000,1,0,0,0,0
912,352.0,144000,1,0,0,0,0
864,420.0,135000,1,0,0,0,0
890,308.0,115000,0,1,0,0,0
864,276.0,119916,1,0,0,0,0
912,288.0,142000,1,0,0,0,0
1430,484.0,192000,1,0,0,0,0
1641,490.0,140000,1,0,0,0,0
2683,473.0,290000,1,0,0,0,0
2786,636.0,372500,1,0,0,0,0
1391,530.0,196000,0,0,0,0,1
1250,625.0,171900,0,0,0,0,1
1245,495.0,178000,0,0,0,0,1
1200,480.0,165000,0,0,0,0,1
1392,540.0,146000,0,0,0,0,1
1392,540.0,146000,0,0,0,0,1
1501,440.0,179400,0,0,0,1,0
1549,440.0,172900,0,0,0,1,0
1638,495.0,300000,0,0,0,0,1
1310,545.0,285000,0,0,0,0,1
1419,588.0,290000,0,0,0,0,1
1557,484.0,305000,0,0,0,0,1
1709,506.0,328900,0,0,0,0,1
1252,462.0,160000,0,0,0,1,0
1404,462.0,170000,0,0,0,1,0
1789,546.0,223000,1,0,0,0,0
1586,480.0,170000,0,0,0,1,0
1607,480.0,200000,0,0,0,1,0
2393,846.0,345000,0,0,0,0,1
1288,500.0,245500,0,0,0,0,1
1239,477.0,217500,0,0,0,0,1
1719,473.0,324000,0,0,0,0,1
1232,516.0,162500,1,0,0,0,0
2944,864.0,150000,1,0,0,0,0
1671,550.0,290000,1,0,0,0,0
1812,469.0,205000,1,0,0,0,0
1682,530.0,174000,1,0,0,0,0
1427,516.0,183000,1,0,0,0,0
1740,512.0,150000,1,0,0,0,0
1258,528.0,145000,1,0,0,0,0
1620,578.0,215000,1,0,0,0,0
1625,484.0,140500,0,0,1,0,0
2614,624.0,240000,1,0,0,0,0
1464,470.0,141000,1,0,0,0,0
912,576.0,147000,1,0,0,0,0
925,576.0,135000,1,0,0,0,0
1728,576.0,145000,0,0,1,0,0
1728,576.0,142600,0,0,1,0,0
1656,506.0,135000,0,0,1,0,0
1670,464.0,170000,1,0,0,0,0
2715,831.0,299800,1,0,0,0,0
1876,540.0,185000,1,0,0,0,0
1632,484.0,173000,1,0,0,0,0
999,588.0,178400,1,0,0,0,0
1978,486.0,176000,1,0,0,0,0
1014,267.0,98000,1,0,0,0,0
907,352.0,109008,1,0,0,0,0
952,283.0,135750,1,0,0,0,0
1128,525.0,155000,1,0,0,0,0
1425,576.0,180500,1,0,0,0,0
1165,490.0,174900,1,0,0,0,0
1136,384.0,140000,1,0,0,0,0
1092,504.0,145000,1,0,0,0,0
1265,502.0,179900,1,0,0,0,0
1350,520.0,168500,1,0,0,0,0
1114,451.0,140000,1,0,0,0,0
1053,312.0,145500,1,0,0,0,0
1252,528.0,142000,1,0,0,0,0
1100,312.0,141000,1,0,0,0,0
1118,264.0,153000,1,0,0,0,0
720,287.0,72500,1,0,0,0,0
729,0.0,52000,1,0,0,0,0
1077,205.0,118000,0,1,0,0,0
906,231.0,87000,1,0,0,0,0
1496,450.0,141500,1,0,0,0,0
1252,288.0,119000,1,0,0,0,0
1337,264.0,141500,1,0,0,0,0
1661,377.0,165500,1,0,0,0,0
1036,312.0,112900,1,0,0,0,0
1820,492.0,201800,1,0,0,0,0
1362,504.0,163000,1,0,0,0,0
1144,456.0,139950,1,0,0,0,0
1537,462.0,174000,1,0,0,0,0
1431,296.0,165000,1,0,0,0,0
1988,480.0,227000,1,0,0,0,0
1098,260.0,135000,1,0,0,0,0
1144,336.0,124000,1,0,0,0,0
1283,506.0,140000,1,0,0,0,0
1176,292.0,136500,1,0,0,0,0
1440,480.0,185000,1,0,0,0,0
1261,433.0,163000,1,0,0,0,0
1570,441.0,166800,1,0,0,0,0
1196,297.0,139000,1,0,0,0,0
1392,458.0,166000,1,0,0,0,0
1080,288.0,136000,1,0,0,0,0
1104,384.0,133000,1,0,0,0,0
882,240.0,116000,1,0,0,0,0
1152,636.0,137500,1,0,0,0,0
950,400.0,130000,1,0,0,0,0
1790,540.0,180000,1,0,0,0,0
952,840.0,139000,1,0,0,0,0
773,240.0,110000,1,0,0,0,0
1764,301.0,100000,1,0,0,0,0
1216,336.0,118500,1,0,0,0,0
1824,484.0,146000,0,0,1,0,0
869,390.0,89900,1,0,0,0,0
1159,288.0,114000,1,0,0,0,0
1558,288.0,140000,1,0,0,0,0
672,308.0,86900,1,0,0,0,0
1436,1488.0,139000,1,0,0,0,0
1294,0.0,106250,0,1,0,0,0
1716,490.0,171000,1,0,0,0,0
1044,372.0,139000,1,0,0,0,0
1312,495.0,186000,1,0,0,0,0
1253,352.0,157000,1,0,0,0,0
1081,401.0,148000,1,0,0,0,0
2069,505.0,242000,1,0,0,0,0
910,414.0,116000,1,0,0,0,0
876,576.0,94000,1,0,0,0,0
1048,420.0,98300,1,0,0,0,0
1507,404.0,127000,1,0,0,0,0
1256,311.0,159000,1,0,0,0,0
1027,299.0,125900,1,0,0,0,0
1269,308.0,155000,1,0,0,0,0
1320,576.0,138000,1,0,0,0,0
984,280.0,112500,1,0,0,0,0
832,528.0,105500,1,0,0,0,0
1278,240.0,127500,1,0,0,0,0
1800,0.0,130000,0,0,1,0,0
1588,480.0,150000,1,0,0,0,0
825,350.0,109500,1,0,0,0,0
1796,483.0,140000,1,0,0,0,0
1611,442.0,167900,1,0,0,0,0
1117,264.0,136870,1,0,0,0,0
1133,308.0,143000,1,0,0,0,0
764,504.0,73000,1,0,0,0,0
1539,686.0,157500,1,0,0,0,0
1323,400.0,122600,1,0,0,0,0
1360,330.0,111000,1,0,0,0,0
2792,520.0,256000,1,0,0,0,0
672,256.0,64000,1,0,0,0,0
1456,308.0,139500,1,0,0,0,0
1594,0.0,118000,0,1,0,0,0
2082,484.0,200000,1,0,0,0,0
1656,440.0,119164,1,0,0,0,0
1740,225.0,122250,1,0,0,0,0
1027,0.0,120000,1,0,0,0,0
1436,828.0,155000,0,1,0,0,0
899,200.0,78000,1,0,0,0,0
1080,0.0,95000,1,0,0,0,0
789,250.0,115000,1,0,0,0,0
1122,528.0,147000,1,0,0,0,0
1499,869.0,140000,1,0,0,0,0
407,297.0,46500,1,0,0,0,0
928,288.0,112500,1,0,0,0,0
901,281.0,107900,1,0,0,0,0
1588,0.0,65000,1,0,0,0,0
3493,870.0,295000,1,0,0,0,0
1627,420.0,139500,0,1,0,0,0
1416,720.0,153900,1,0,0,0,0
1450,288.0,132000,1,0,0,0,0
1344,513.0,98000,1,0,0,0,0
1017,308.0,114000,1,0,0,0,0
2350,393.0,130000,0,1,0,0,0
2058,396.0,129500,1,0,0,0,0
1540,0.0,129400,1,0,0,0,0
1378,360.0,161000,1,0,0,0,0
1912,672.0,163000,0,1,0,0,0
1484,0.0,128000,1,0,0,0,0
2358,0.0,122000,1,0,0,0,0
1111,288.0,116900,1,0,0,0,0
2775,880.0,325000,1,0,0,0,0
1086,400.0,55000,1,0,0,0,0
2495,342.0,184000,1,0,0,0,0
984,308.0,110000,1,0,0,0,0
1795,352.0,131500,1,0,0,0,0
882,308.0,97000,1,0,0,0,0
1093,308.0,115500,1,0,0,0,0
1143,288.0,138000,1,0,0,0,0
1668,252.0,108000,1,0,0,0,0
935,308.0,79500,1,0,0,0,0
1738,240.0,153000,1,0,0,0,0
784,0.0,109500,1,0,0,0,0
1210,240.0,124000,1,0,0,0,0
1290,200.0,106900,1,0,0,0,0
1672,240.0,164900,1,0,0,0,0
949,370.0,119000,1,0,0,0,0
1158,208.0,120000,1,0,0,0,0
1497,672.0,157000,1,0,0,0,0
1342,240.0,105000,1,0,0,0,0
1013,160.0,113000,1,0,0,0,0
1216,355.0,115000,1,0,0,0,0
896,280.0,79000,1,0,0,0,0
1136,336.0,123000,1,0,0,0,0
808,164.0,81300,1,0,0,0,0
1573,360.0,162900,1,0,0,0,0
2009,400.0,150000,1,0,0,0,0
1902,576.0,123500,1,0,0,0,0
1774,468.0,129900,1,0,0,0,0
1362,502.0,128000,1,0,0,0,0
520,240.0,68500,1,0,0,0,0
1285,240.0,127000,1,0,0,0,0
1848,370.0,207000,1,0,0,0,0
1820,240.0,184000,1,0,0,0,0
1716,672.0,162500,1,0,0,0,0
1505,240.0,145000,1,0,0,0,0
838,275.0,130000,1,0,0,0,0
1984,360.0,160000,0,1,0,0,0
1666,228.0,161000,1,0,0,0,0
1609,228.0,127500,1,0,0,0,0
768,440.0,93850,1,0,0,0,0
1536,308.0,136000,1,0,0,0,0
1969,400.0,141000,1,0,0,0,0
1308,400.0,120000,1,0,0,0,0
1040,320.0,127500,1,0,0,0,0
1236,384.0,127000,1,0,0,0,0
1406,0.0,89500,1,0,0,0,0
825,720.0,125000,1,0,0,0,0
1198,0.0,79900,1,0,0,0,0
759,576.0,85000,1,0,0,0,0
1344,0.0,82375,0,1,0,0,0
1469,216.0,135000,1,0,0,0,0
1054,240.0,124000,1,0,0,0,0
1211,322.0,134000,1,0,0,0,0
1271,312.0,135000,1,0,0,0,0
1588,680.0,134432,1,0,0,0,0
1355,0.0,127500,0,1,0,0,0
1075,440.0,148000,1,0,0,0,0
1040,384.0,129500,1,0,0,0,0
1096,484.0,157500,1,0,0,0,0
904,408.0,109900,1,0,0,0,0
992,294.0,145000,1,0,0,0,0
894,450.0,130000,1,0,0,0,0
1034,504.0,153000,1,0,0,0,0
1073,270.0,120000,1,0,0,0,0
1126,506.0,152000,1,0,0,0,0
1258,400.0,108959,0,0,1,0,0
1140,400.0,95541,0,1,0,0,0
1006,0.0,80000,1,0,0,0,0
1228,271.0,149350,1,0,0,0,0
960,300.0,144900,1,0,0,0,0
1188,621.0,185000,1,0,0,0,0
1383,354.0,165000,1,0,0,0,0
1252,564.0,235000,1,0,0,0,0
1601,300.0,140000,1,0,0,0,0
672,240.0,108000,1,0,0,0,0
1721,626.0,145000,1,0,0,0,0
1350,627.0,152400,1,0,0,0,0
904,912.0,144000,1,0,0,0,0
1291,431.0,173000,1,0,0,0,0
2022,505.0,192000,1,0,0,0,0
1524,478.0,245000,1,0,0,0,0
