Lot Area,Garage Area,SalePrice,1Fam,2fmCon,Duplex,Twnhs,TwnhsE
5720,200.0,66500,1,0,0,0,0
15660,472.0,130000,1,0,0,0,0
9900,0.0,129000,1,0,0,0,0
6406,400.0,150000,1,0,0,0,0
6600,432.0,107500,1,0,0,0,0
7627,0.0,94550,0,1,0,0,0
7596,400.0,124500,0,0,1,0,0
3378,240.0,135000,1,0,0,0,0
10134,0.0,103000,1,0,0,0,0
6000,576.0,93000,0,1,0,0,0
6000,308.0,129500,1,0,0,0,0
6000,256.0,93000,0,1,0,0,0
7404,288.0,80000,1,0,0,0,0
5925,308.0,45000,1,0,0,0,0
5925,0.0,37900,1,0,0,0,0
5784,273.0,91300,1,0,0,0,0
8520,287.0,99500,1,0,0,0,0
4456,0.0,113000,0,1,0,0,0
9600,720.0,87500,1,0,0,0,0
3500,240.0,110000,1,0,0,0,0
8100,360.0,106000,1,0,0,0,0
11700,864.0,265979,1,0,0,0,0
8400,357.0,160000,1,0,0,0,0
3600,280.0,119000,1,0,0,0,0
17671,424.0,168000,1,0,0,0,0
3300,0.0,58500,1,0,0,0,0
9000,324.0,143000,1,0,0,0,0
7200,280.0,85000,1,0,0,0,0
8820,456.0,124900,1,0,0,0,0
5400,207.0,119000,1,0,0,0,0
9720,640.0,146500,1,0,0,0,0
7879,0.0,34900,1,0,0,0,0
9392,0.0,44000,1,0,0,0,0
21384,528.0,223500,1,0,0,0,0
6615,216.0,149000,1,0,0,0,0
7264,672.0,205000,1,0,0,0,0
4960,336.0,137000,1,0,0,0,0
8854,192.0,121000,1,0,0,0,0
6000,240.0,128000,1,0,0,0,0
6000,624.0,134900,1,0,0,0,0
6000,216.0,117000,1,0,0,0,0
6000,280.0,132500,1,0,0,0,0
6000,320.0,93000,1,0,0,0,0
6000,180.0,119000,1,0,0,0,0
6911,440.0,100000,1,0,0,0,0
6120,576.0,141500,1,0,0,0,0
6120,240.0,133000,1,0,0,0,0
6120,0.0,60000,1,0,0,0,0
6120,180.0,105000,1,0,0,0,0
6120,264.0,115000,1,0,0,0,0
6120,250.0,150000,1,0,0,0,0
8635,1184.0,126500,1,0,0,0,0
11888,441.0,214500,1,0,0,0,0
11414,532.0,167500,1,0,0,0,0
8094,576.0,155000,1,0,0,0,0
2500,164.0,155000,1,0,0,0,0
9928,216.0,179900,1,0,0,0,0
5520,0.0,104000,1,0,0,0,0
3000,0.0,62500,0,0,1,0,0
6876,316.0,149000,1,0,0,0,0
6240,539.0,103000,1,0,0,0,0
5775,379.0,123000,1,0,0,0,0
5852,0.0,97500,0,1,0,0,0
5160,384.0,135000,1,0,0,0,0
5160,0.0,70000,1,0,0,0,0
10320,308.0,116000,0,1,0,0,0
4280,220.0,88750,1,0,0,0,0
10800,0.0,179000,0,0,1,0,0
10800,0.0,179000,0,0,1,0,0
10547,252.0,159900,0,0,1,0,0
10020,0.0,61000,1,0,0,0,0
6629,300.0,103600,1,0,0,0,0
9780,226.0,63000,1,0,0,0,0
12886,480.0,175000,1,0,0,0,0
8816,480.0,139000,1,0,0,0,0
11184,440.0,172500,1,0,0,0,0
11625,668.0,113500,1,0,0,0,0
7800,288.0,130000,1,0,0,0,0
8014,504.0,149900,1,0,0,0,0
7252,576.0,134900,1,0,0,0,0
8740,528.0,137000,1,0,0,0,0
11616,288.0,139000,1,0,0,0,0
15400,384.0,165000,1,0,0,0,0
15312,480.0,148000,1,0,0,0,0
15584,336.0,165000,1,0,0,0,0
9000,0.0,63900,1,0,0,0,0
11250,304.0,161500,1,0,0,0,0
25095,452.0,143000,1,0,0,0,0
17140,284.0,135000,1,0,0,0,0
12342,539.0,82500,1,0,0,0,0
10708,303.0,190000,1,0,0,0,0
13680,452.0,139600,1,0,0,0,0
15635,498.0,122000,1,0,0,0,0
9855,480.0,127500,1,0,0,0,0
9571,340.0,121500,1,0,0,0,0
9571,350.0,60000,1,0,0,0,0
9350,240.0,154400,1,0,0,0,0
9340,234.0,113000,1,0,0,0,0
7440,252.0,125000,1,0,0,0,0
11500,290.0,84000,1,0,0,0,0
4235,266.0,139500,0,0,0,0,1
11409,281.0,131000,1,0,0,0,0
9060,280.0,105000,1,0,0,0,0
9084,296.0,108000,1,0,0,0,0
10778,462.0,162000,1,0,0,0,0
19255,576.0,156500,1,0,0,0,0
12327,612.0,316600,1,0,0,0,0
14684,701.0,271900,1,0,0,0,0
9317,425.0,213000,1,0,0,0,0
10560,473.0,239900,1,0,0,0,0
9828,466.0,239500,1,0,0,0,0
26400,576.0,131000,1,0,0,0,0
7018,410.0,118964,0,0,1,0,0
7018,528.0,153337,0,0,1,0,0
7018,720.0,147983,0,0,1,0,0
7018,400.0,118858,0,0,1,0,0
7018,400.0,118858,0,0,1,0,0
7018,528.0,142953,0,0,1,0,0
7040,672.0,148325,0,0,1,0,0
7007,400.0,113722,0,0,1,0,0
11855,820.0,269500,0,0,1,0,0
7939,820.0,269500,0,0,1,0,0
7976,820.0,269500,0,0,1,0,0
10933,1138.0,323262,1,0,0,0,0
10637,826.0,297000,1,0,0,0,0
10226,860.0,295493,1,0,0,0,0
10816,846.0,332000,1,0,0,0,0
9178,904.0,239900,1,0,0,0,0
10769,578.0,212000,1,0,0,0,0
11422,524.0,272500,1,0,0,0,0
11923,702.0,239000,1,0,0,0,0
8814,660.0,220000,1,0,0,0,0
6762,662.0,200000,1,0,0,0,0
10324,810.0,221800,1,0,0,0,0
7314,632.0,194500,1,0,0,0,0
11645,844.0,237000,1,0,0,0,0
11646,440.0,173000,1,0,0,0,0
12800,569.0,275000,1,0,0,0,0
16698,525.0,233500,1,0,0,0,0
28698,538.0,185000,1,0,0,0,0
12464,576.0,152000,1,0,0,0,0
9757,440.0,143000,1,0,0,0,0
15426,470.0,231500,1,0,0,0,0
10667,550.0,212000,1,0,0,0,0
14753,539.0,207000,1,0,0,0,0
10859,672.0,145000,1,0,0,0,0
8072,480.0,138000,1,0,0,0,0
10400,546.0,197900,1,0,0,0,0
10335,577.0,204000,1,0,0,0,0
9017,666.0,192000,1,0,0,0,0
8750,492.0,200000,1,0,0,0,0
8935,493.0,195000,1,0,0,0,0
9808,544.0,227000,1,0,0,0,0
12420,622.0,230000,1,0,0,0,0
16285,605.0,187100,1,0,0,0,0
10739,577.0,203000,1,0,0,0,0
11166,608.0,201000,1,0,0,0,0
8430,0.0,124000,1,0,0,0,0
16269,343.0,140000,1,0,0,0,0
6950,444.0,134900,1,0,0,0,0
8800,484.0,150500,1,0,0,0,0
7000,336.0,136500,1,0,0,0,0
9286,252.0,143500,1,0,0,0,0
15523,338.0,133500,1,0,0,0,0
7200,600.0,123000,1,0,0,0,0
7200,396.0,133900,1,0,0,0,0
8445,396.0,133000,1,0,0,0,0
11664,1231.0,250000,1,0,0,0,0
12334,570.0,254750,1,0,0,0,0
11838,522.0,236500,1,0,0,0,0
11885,531.0,261500,1,0,0,0,0
11050,736.0,313000,1,0,0,0,0
8749,550.0,198500,1,0,0,0,0
11250,608.0,211000,1,0,0,0,0
15750,521.0,220000,1,0,0,0,0
11883,478.0,203000,1,0,0,0,0
12782,523.0,279500,1,0,0,0,0
8750,511.0,210000,1,0,0,0,0
9375,645.0,219500,1,0,0,0,0
8750,512.0,191000,1,0,0,0,0
9100,573.0,178000,1,0,0,0,0
9750,451.0,213000,1,0,0,0,0
4435,420.0,144000,0,0,0,0,1
4435,420.0,140000,0,0,0,0,1
10200,810.0,293200,1,0,0,0,0
9313,572.0,190000,1,0,0,0,0
8487,570.0,190000,1,0,0,0,0
8633,540.0,173500,1,0,0,0,0
11069,440.0,170000,1,0,0,0,0
8777,520.0,108000,1,0,0,0,0
9937,480.0,167000,1,0,0,0,0
8877,288.0,100000,1,0,0,0,0
7301,672.0,198500,1,0,0,0,0
7950,440.0,159500,1,0,0,0,0
10682,544.0,127000,1,0,0,0,0
7200,352.0,125000,1,0,0,0,0
13286,768.0,320000,1,0,0,0,0
3675,525.0,145500,0,0,0,0,1
9405,0.0,118000,1,0,0,0,0
6410,320.0,85000,1,0,0,0,0
11767,195.0,120000,1,0,0,0,0
8405,240.0,98000,1,0,0,0,0
4060,0.0,99900,1,0,0,0,0
10206,528.0,82000,1,0,0,0,0
10926,0.0,119900,0,0,1,0,0
11767,313.0,103500,1,0,0,0,0
8926,288.0,112000,1,0,0,0,0
12354,528.0,110000,1,0,0,0,0
8212,256.0,122000,1,0,0,0,0
10998,660.0,117000,1,0,0,0,0
6300,250.0,160000,1,0,0,0,0
4500,281.0,159434,1,0,0,0,0
8400,246.0,60000,1,0,0,0,0
9900,240.0,139500,1,0,0,0,0
15863,672.0,197000,1,0,0,0,0
5707,180.0,105000,1,0,0,0,0
7804,576.0,135000,1,0,0,0,0
8574,440.0,147500,1,0,0,0,0
6171,216.0,137450,1,0,0,0,0
7200,576.0,155000,1,0,0,0,0
7558,342.0,177000,1,0,0,0,0
6292,216.0,145000,1,0,0,0,0
7155,215.0,137000,1,0,0,0,0
10918,282.0,234000,1,0,0,0,0
13680,440.0,205000,1,0,0,0,0
7500,213.0,177500,1,0,0,0,0
9600,256.0,160000,1,0,0,0,0
14680,307.0,155000,1,0,0,0,0
13360,432.0,163500,1,0,0,0,0
7681,186.0,154900,1,0,0,0,0
8145,400.0,205000,0,0,1,0,0
9100,390.0,144800,1,0,0,0,0
12000,234.0,174500,1,0,0,0,0
13339,463.0,193000,1,0,0,0,0
15600,295.0,158000,1,0,0,0,0
14000,300.0,158500,1,0,0,0,0
17500,576.0,224000,1,0,0,0,0
1733,452.0,115000,0,0,0,1,0
1488,462.0,137000,0,0,0,0,1
1612,462.0,121000,0,0,0,1,0
1300,462.0,124000,0,0,0,0,1
13607,501.0,208000,1,0,0,0,0
17597,551.0,315000,1,0,0,0,0
21695,540.0,222000,1,0,0,0,0
10690,468.0,147000,1,0,0,0,0
8660,576.0,123000,1,0,0,0,0
6402,189.0,78000,1,0,0,0,0
8470,0.0,85000,1,0,0,0,0
10200,200.0,75000,1,0,0,0,0
3843,482.0,230000,0,0,0,0,1
21780,280.0,57625,1,0,0,0,0
10125,642.0,251000,1,0,0,0,0
12822,670.0,239686,1,0,0,0,0
12118,550.0,240000,1,0,0,0,0
12209,560.0,215000,1,0,0,0,0
9750,351.0,156450,1,0,0,0,0
9360,541.0,173000,1,0,0,0,0
10125,539.0,126000,0,0,1,0,0
9947,497.0,173000,1,0,0,0,0
11070,672.0,152000,1,0,0,0,0
14375,525.0,137500,1,0,0,0,0
215245,513.0,375000,1,0,0,0,0
12898,912.0,315500,1,0,0,0,0
13159,650.0,224500,1,0,0,0,0
13438,780.0,410000,1,0,0,0,0
14463,885.0,316500,1,0,0,0,0
8925,610.0,201000,1,0,0,0,0
11457,576.0,175000,1,0,0,0,0
9839,440.0,204000,1,0,0,0,0
14419,578.0,213500,1,0,0,0,0
6853,471.0,220000,1,0,0,0,0
9157,486.0,170000,1,0,0,0,0
14601,765.0,315000,1,0,0,0,0
12633,920.0,425000,1,0,0,0,0
12518,384.0,139500,1,0,0,0,0
21750,336.0,115000,1,0,0,0,0
4500,412.0,162000,0,0,0,0,1
4500,402.0,165000,0,0,0,0,1
1596,297.0,91000,0,0,0,1,0
9858,288.0,130000,1,0,0,0,0
1526,286.0,86000,0,0,0,1,0
13383,504.0,160000,1,0,0,0,0
1477,286.0,80000,0,0,0,0,1
1533,0.0,97000,0,0,0,1,0
2217,286.0,88000,0,0,0,0,1
7689,336.0,131900,1,0,0,0,0
7706,429.0,131250,1,0,0,0,0
9101,602.0,165500,1,0,0,0,0
8780,0.0,112000,1,0,0,0,0
7669,698.0,149000,1,0,0,0,0
14115,480.0,143000,1,0,0,0,0
10429,440.0,130000,1,0,0,0,0
9819,714.0,196000,1,0,0,0,0
10457,898.0,173000,1,0,0,0,0
11029,601.0,176500,1,0,0,0,0
12925,550.0,237500,1,0,0,0,0
11075,576.0,206900,1,0,0,0,0
8702,470.0,187500,1,0,0,0,0
8139,420.0,165000,1,0,0,0,0
9535,472.0,195500,1,0,0,0,0
9042,472.0,192000,1,0,0,0,0
15038,386.0,173000,1,0,0,0,0
14137,404.0,177900,1,0,0,0,0
21872,406.0,175000,1,0,0,0,0
4923,682.0,286000,0,0,0,0,1
6264,528.0,247900,1,0,0,0,0
5395,462.0,180000,0,0,0,0,1
5070,506.0,180000,0,0,0,0,1
10839,470.0,181000,1,0,0,0,0
11184,460.0,183000,1,0,0,0,0
8000,431.0,188000,1,0,0,0,0
10832,409.0,194500,1,0,0,0,0
14067,416.0,185000,1,0,0,0,0
4671,472.0,189000,0,0,0,0,1
5950,462.0,188500,0,0,0,0,1
13543,683.0,355000,1,0,0,0,0
11198,656.0,325000,1,0,0,0,0
15401,670.0,387000,1,0,0,0,0
31220,495.0,115000,1,0,0,0,0
8118,557.0,334000,0,0,0,0,1
47280,738.0,133000,1,0,0,0,0
20544,542.0,215000,1,0,0,0,0
12680,528.0,226500,1,0,0,0,0
12090,576.0,175500,1,0,0,0,0
10825,598.0,181900,1,0,0,0,0
18559,550.0,235000,1,0,0,0,0
14450,551.0,220000,1,0,0,0,0
12227,619.0,272000,1,0,0,0,0
13068,461.0,161000,1,0,0,0,0
15611,540.0,175000,1,0,0,0,0
10400,489.0,185000,1,0,0,0,0
9743,484.0,146900,1,0,0,0,0
12511,1314.0,292500,1,0,0,0,0
11361,478.0,180000,1,0,0,0,0
10400,473.0,159900,1,0,0,0,0
10480,483.0,205000,1,0,0,0,0
10000,439.0,157000,1,0,0,0,0
14311,787.0,306000,1,0,0,0,0
9000,480.0,133000,0,0,1,0,0
9750,460.0,151000,1,0,0,0,0
10295,288.0,111900,1,0,0,0,0
7560,576.0,123000,1,0,0,0,0
12735,576.0,111250,1,0,0,0,0
4060,511.0,181000,0,0,0,0,1
1680,264.0,103400,0,0,0,1,0
1680,264.0,100000,0,0,0,1,0
1890,352.0,100500,0,0,0,1,0
1869,280.0,106000,0,0,0,1,0
1680,264.0,85400,0,0,0,1,0
1680,264.0,89500,0,0,0,0,1
1680,264.0,111750,0,0,0,1,0
4043,440.0,140000,0,0,0,0,1
2308,460.0,143000,0,0,0,0,1
2529,440.0,148500,0,0,0,1,0
9477,264.0,110000,1,0,0,0,0
12444,774.0,394617,1,0,0,0,0
12474,846.0,426000,1,0,0,0,0
14803,1220.0,385000,1,0,0,0,0
14948,858.0,446261,1,0,0,0,0
12704,905.0,317500,1,0,0,0,0
13891,866.0,372402,1,0,0,0,0
13693,650.0,417500,1,0,0,0,0
14418,706.0,383000,1,0,0,0,0
13418,850.0,390000,1,0,0,0,0
12539,1150.0,460000,1,0,0,0,0
12151,1003.0,379000,1,0,0,0,0
8899,656.0,250000,1,0,0,0,0
10574,756.0,316000,1,0,0,0,0
12720,789.0,615000,1,0,0,0,0
13688,726.0,412500,1,0,0,0,0
10625,871.0,284000,1,0,0,0,0
10845,732.0,284000,1,0,0,0,0
16900,746.0,421250,1,0,0,0,0
16451,795.0,370000,1,0,0,0,0
10110,870.0,336860,0,0,0,0,1
8769,1052.0,367294,0,0,0,0,1
12304,484.0,192000,0,0,0,0,1
12677,588.0,274000,0,0,0,0,1
8849,564.0,266000,0,0,0,0,1
8232,944.0,370967,0,0,0,0,1
6240,550.0,234250,0,0,0,0,1
6240,550.0,219500,0,0,0,0,1
2448,474.0,155000,0,0,0,1,0
2448,474.0,154000,0,0,0,1,0
8198,484.0,207000,0,0,0,0,1
3940,644.0,195000,0,0,0,0,1
3940,668.0,219990,0,0,0,0,1
3182,437.0,191000,0,0,0,0,1
3182,388.0,159895,1,0,0,0,0
3710,428.0,187687,1,0,0,0,0
9024,393.0,179000,1,0,0,0,0
7415,398.0,193000,1,0,0,0,0
9587,400.0,190000,1,0,0,0,0
8029,400.0,176000,1,0,0,0,0
8010,400.0,188000,1,0,0,0,0
8396,434.0,213000,1,0,0,0,0
7301,484.0,217300,0,0,0,0,1
10261,451.0,186500,1,0,0,0,0
8220,431.0,226750,1,0,0,0,0
15384,388.0,184000,1,0,0,0,0
7750,403.0,176000,1,0,0,0,0
12460,400.0,225000,1,0,0,0,0
8390,450.0,185900,1,0,0,0,0
9660,516.0,284500,1,0,0,0,0
9200,696.0,315000,1,0,0,0,0
14260,836.0,250000,1,0,0,0,0
11000,687.0,291000,1,0,0,0,0
11675,938.0,350000,1,0,0,0,0
10990,576.0,279500,1,0,0,0,0
11929,751.0,290000,1,0,0,0,0
10437,839.0,350000,1,0,0,0,0
10542,983.0,341000,1,0,0,0,0
10010,783.0,287500,1,0,0,0,0
10944,525.0,271000,1,0,0,0,0
14303,691.0,301500,1,0,0,0,0
11932,830.0,235128,1,0,0,0,0
14598,668.0,214000,1,0,0,0,0
11957,824.0,232000,1,0,0,0,0
13253,642.0,240000,1,0,0,0,0
14587,592.0,264132,1,0,0,0,0
10206,758.0,245000,1,0,0,0,0
12274,554.0,227680,1,0,0,0,0
9801,851.0,257000,1,0,0,0,0
9428,880.0,297900,1,0,0,0,0
10037,480.0,247000,1,0,0,0,0
8640,588.0,212700,1,0,0,0,0
8640,529.0,250580,1,0,0,0,0
11639,480.0,182000,1,0,0,0,0
9803,603.0,226700,1,0,0,0,0
9375,648.0,250000,1,0,0,0,0
10625,936.0,250000,1,0,0,0,0
10800,836.0,339750,1,0,0,0,0
8125,562.0,205950,1,0,0,0,0
10625,660.0,256000,1,0,0,0,0
7500,462.0,230348,1,0,0,0,0
8791,673.0,207500,1,0,0,0,0
7500,0.0,141000,1,0,0,0,0
10110,542.0,188000,1,0,0,0,0
12774,478.0,192500,1,0,0,0,0
13072,0.0,146000,1,0,0,0,0
13695,576.0,159000,1,0,0,0,0
13695,576.0,155000,1,0,0,0,0
8366,520.0,173000,1,0,0,0,0
9260,483.0,170000,1,0,0,0,0
8453,525.0,182000,1,0,0,0,0
8480,474.0,163000,1,0,0,0,0
8125,575.0,193500,1,0,0,0,0
14565,483.0,189000,1,0,0,0,0
8450,627.0,190500,1,0,0,0,0
8285,506.0,175000,1,0,0,0,0
7153,496.0,179200,1,0,0,0,0
9291,506.0,187000,1,0,0,0,0
8012,533.0,193000,0,0,0,0,1
7892,530.0,153900,0,0,0,0,1
9100,384.0,128000,1,0,0,0,0
12968,352.0,144000,1,0,0,0,0
8100,420.0,135000,1,0,0,0,0
8450,308.0,115000,0,1,0,0,0
6360,276.0,119916,1,0,0,0,0
6768,288.0,142000,1,0,0,0,0
19508,484.0,192000,1,0,0,0,0
10759,490.0,140000,1,0,0,0,0
9205,473.0,290000,1,0,0,0,0
11025,636.0,372500,1,0,0,0,0
4282,530.0,196000,0,0,0,0,1
4017,625.0,171900,0,0,0,0,1
3435,495.0,178000,0,0,0,0,1
3180,480.0,165000,0,0,0,0,1
3180,540.0,146000,0,0,0,0,1
3604,540.0,146000,0,0,0,0,1
2280,440.0,179400,0,0,0,1,0
2280,440.0,172900,0,0,0,1,0
4765,495.0,300000,0,0,0,0,1
4538,545.0,285000,0,0,0,0,1
4385,588.0,290000,0,0,0,0,1
4109,484.0,305000,0,0,0,0,1
5119,506.0,328900,0,0,0,0,1
2160,462.0,160000,0,0,0,1,0
2160,462.0,170000,0,0,0,1,0
10646,546.0,223000,1,0,0,0,0
2645,480.0,170000,0,0,0,1,0
2645,480.0,200000,0,0,0,1,0
3951,846.0,345000,0,0,0,0,1
14963,500.0,245500,0,0,0,0,1
11064,477.0,217500,0,0,0,0,1
10846,473.0,324000,0,0,0,0,1
11120,516.0,162500,1,0,0,0,0
24572,864.0,150000,1,0,0,0,0
16280,550.0,290000,1,0,0,0,0
7500,469.0,205000,1,0,0,0,0
10400,530.0,174000,1,0,0,0,0
11104,516.0,183000,1,0,0,0,0
11050,512.0,150000,1,0,0,0,0
11040,528.0,145000,1,0,0,0,0
15387,578.0,215000,1,0,0,0,0
9750,484.0,140500,0,0,1,0,0
10800,624.0,240000,1,0,0,0,0
8814,470.0,141000,1,0,0,0,0
8872,576.0,147000,1,0,0,0,0
8125,576.0,135000,1,0,0,0,0
11072,576.0,145000,0,0,1,0,0
13101,576.0,142600,0,0,1,0,0
9246,506.0,135000,0,0,1,0,0
13355,464.0,170000,1,0,0,0,0
8963,831.0,299800,1,0,0,0,0
9120,540.0,185000,1,0,0,0,0
9130,484.0,173000,1,0,0,0,0
12122,588.0,178400,1,0,0,0,0
9900,486.0,176000,1,0,0,0,0
7785,267.0,98000,1,0,0,0,0
8593,352.0,109008,1,0,0,0,0
8475,283.0,135750,1,0,0,0,0
8700,525.0,155000,1,0,0,0,0
10175,576.0,180500,1,0,0,0,0
9020,490.0,174900,1,0,0,0,0
9200,384.0,140000,1,0,0,0,0
8250,504.0,145000,1,0,0,0,0
9350,502.0,179900,1,0,0,0,0
9020,520.0,168500,1,0,0,0,0
9900,451.0,140000,1,0,0,0,0
10007,312.0,145500,1,0,0,0,0
10721,528.0,142000,1,0,0,0,0
12493,312.0,141000,1,0,0,0,0
11332,264.0,153000,1,0,0,0,0
6627,287.0,72500,1,0,0,0,0
4130,0.0,52000,1,0,0,0,0
7420,205.0,118000,0,1,0,0,0
4882,231.0,87000,1,0,0,0,0
9600,450.0,141500,1,0,0,0,0
9600,288.0,119000,1,0,0,0,0
9600,264.0,141500,1,0,0,0,0
9600,377.0,165500,1,0,0,0,0
7584,312.0,112900,1,0,0,0,0
13700,492.0,201800,1,0,0,0,0
10197,504.0,163000,1,0,0,0,0
7875,456.0,139950,1,0,0,0,0
8400,462.0,174000,1,0,0,0,0
9150,296.0,165000,1,0,0,0,0
14670,480.0,227000,1,0,0,0,0
7390,260.0,135000,1,0,0,0,0
9204,336.0,124000,1,0,0,0,0
7763,506.0,140000,1,0,0,0,0
8856,292.0,136500,1,0,0,0,0
9840,480.0,185000,1,0,0,0,0
9120,433.0,163000,1,0,0,0,0
13200,441.0,166800,1,0,0,0,0
9000,297.0,139000,1,0,0,0,0
11900,458.0,166000,1,0,0,0,0
9464,288.0,136000,1,0,0,0,0
10425,384.0,133000,1,0,0,0,0
11556,240.0,116000,1,0,0,0,0
9373,636.0,137500,1,0,0,0,0
12774,400.0,130000,1,0,0,0,0
14250,540.0,180000,1,0,0,0,0
7350,840.0,139000,1,0,0,0,0
7677,240.0,110000,1,0,0,0,0
8838,301.0,100000,1,0,0,0,0
8480,336.0,118500,1,0,0,0,0
12436,484.0,146000,0,0,1,0,0
10122,390.0,89900,1,0,0,0,0
7506,288.0,114000,1,0,0,0,0
10930,288.0,140000,1,0,0,0,0
5400,308.0,86900,1,0,0,0,0
10836,1488.0,139000,1,0,0,0,0
10800,0.0,106250,0,1,0,0,0
9247,490.0,171000,1,0,0,0,0
10180,372.0,139000,1,0,0,0,0
11355,495.0,186000,1,0,0,0,0
10920,352.0,157000,1,0,0,0,0
12929,401.0,148000,1,0,0,0,0
27650,505.0,242000,1,0,0,0,0
8892,414.0,116000,1,0,0,0,0
7200,576.0,94000,1,0,0,0,0
7200,420.0,98300,1,0,0,0,0
7910,404.0,127000,1,0,0,0,0
8000,311.0,159000,1,0,0,0,0
8000,299.0,125900,1,0,0,0,0
7931,308.0,155000,1,0,0,0,0
8064,576.0,138000,1,0,0,0,0
6390,280.0,112500,1,0,0,0,0
7227,528.0,105500,1,0,0,0,0
7200,240.0,127500,1,0,0,0,0
8513,0.0,130000,0,0,1,0,0
7200,480.0,150000,1,0,0,0,0
7200,350.0,109500,1,0,0,0,0
7056,483.0,140000,1,0,0,0,0
9760,442.0,167900,1,0,0,0,0
7590,264.0,136870,1,0,0,0,0
9836,308.0,143000,1,0,0,0,0
5232,504.0,73000,1,0,0,0,0
10440,686.0,157500,1,0,0,0,0
9184,400.0,122600,1,0,0,0,0
4800,330.0,111000,1,0,0,0,0
10440,520.0,256000,1,0,0,0,0
4800,256.0,64000,1,0,0,0,0
6000,308.0,139500,1,0,0,0,0
11426,0.0,118000,0,1,0,0,0
11426,484.0,200000,1,0,0,0,0
7628,440.0,119164,1,0,0,0,0
7308,225.0,122250,1,0,0,0,0
5400,0.0,120000,1,0,0,0,0
10800,828.0,155000,0,1,0,0,0
6756,200.0,78000,1,0,0,0,0
5914,0.0,95000,1,0,0,0,0
6000,250.0,115000,1,0,0,0,0
12000,528.0,147000,1,0,0,0,0
9000,869.0,140000,1,0,0,0,0
7311,297.0,46500,1,0,0,0,0
6000,288.0,112500,1,0,0,0,0
6000,281.0,107900,1,0,0,0,0
12205,0.0,65000,1,0,0,0,0
18386,870.0,295000,1,0,0,0,0
9142,420.0,139500,0,1,0,0,0
12665,720.0,153900,1,0,0,0,0
5350,288.0,132000,1,0,0,0,0
4571,513.0,98000,1,0,0,0,0
9143,308.0,114000,1,0,0,0,0
9600,393.0,130000,0,1,0,0,0
9600,396.0,129500,1,0,0,0,0
6000,0.0,129400,1,0,0,0,0
9600,360.0,161000,1,0,0,0,0
10800,672.0,163000,0,1,0,0,0
6300,0.0,128000,1,0,0,0,0
5250,0.0,122000,1,0,0,0,0
5700,288.0,116900,1,0,0,0,0
13500,880.0,325000,1,0,0,0,0
11340,400.0,55000,1,0,0,0,0
10800,342.0,184000,1,0,0,0,0
9750,308.0,110000,1,0,0,0,0
12150,352.0,131500,1,0,0,0,0
12702,308.0,97000,1,0,0,0,0
8516,308.0,115500,1,0,0,0,0
7111,288.0,138000,1,0,0,0,0
7425,252.0,108000,1,0,0,0,0
9100,308.0,79500,1,0,0,0,0
7010,240.0,153000,1,0,0,0,0
6130,0.0,109500,1,0,0,0,0
5000,240.0,124000,1,0,0,0,0
5870,200.0,106900,1,0,0,0,0
6000,240.0,164900,1,0,0,0,0
6000,370.0,119000,1,0,0,0,0
6000,208.0,120000,1,0,0,0,0
6000,672.0,157000,1,0,0,0,0
6000,240.0,105000,1,0,0,0,0
5000,160.0,113000,1,0,0,0,0
5520,355.0,115000,1,0,0,0,0
5940,280.0,79000,1,0,0,0,0
6240,336.0,123000,1,0,0,0,0
6120,164.0,81300,1,0,0,0,0
6240,360.0,162900,1,0,0,0,0
6240,400.0,150000,1,0,0,0,0
6120,576.0,123500,1,0,0,0,0
6120,468.0,129900,1,0,0,0,0
6155,502.0,128000,1,0,0,0,0
6324,240.0,68500,1,0,0,0,0
8635,240.0,127000,1,0,0,0,0
13053,370.0,207000,1,0,0,0,0
9120,240.0,184000,1,0,0,0,0
9144,672.0,162500,1,0,0,0,0
9144,240.0,145000,1,0,0,0,0
10267,275.0,130000,1,0,0,0,0
8094,360.0,160000,0,1,0,0,0
5100,228.0,161000,1,0,0,0,0
4347,228.0,127500,1,0,0,0,0
6291,440.0,93850,1,0,0,0,0
10266,308.0,136000,1,0,0,0,0
6876,400.0,141000,1,0,0,0,0
10320,400.0,120000,1,0,0,0,0
7200,320.0,127500,1,0,0,0,0
7006,384.0,127000,1,0,0,0,0
7920,0.0,89500,1,0,0,0,0
8235,720.0,125000,1,0,0,0,0
5586,0.0,79900,1,0,0,0,0
10320,576.0,85000,1,0,0,0,0
10320,0.0,82375,0,1,0,0,0
10320,216.0,135000,1,0,0,0,0
9488,240.0,124000,1,0,0,0,0
8250,322.0,134000,1,0,0,0,0
21286,312.0,135000,1,0,0,0,0
17120,680.0,134432,1,0,0,0,0
10106,0.0,127500,0,1,0,0,0
11235,440.0,148000,1,0,0,0,0
11200,384.0,129500,1,0,0,0,0
13014,484.0,157500,1,0,0,0,0
7162,408.0,109900,1,0,0,0,0
10265,294.0,145000,1,0,0,0,0
9764,450.0,130000,1,0,0,0,0
7703,504.0,153000,1,0,0,0,0
9981,270.0,120000,1,0,0,0,0
7400,506.0,152000,1,0,0,0,0
12900,400.0,108959,0,0,1,0,0
12900,400.0,95541,0,1,0,0,0
9000,0.0,80000,1,0,0,0,0
8544,271.0,149350,1,0,0,0,0
9239,300.0,144900,1,0,0,0,0
14175,621.0,185000,1,0,0,0,0
13284,354.0,165000,1,0,0,0,0
